,uid,topology,iteration,nodes,event,size_gb,time_seconds
0,kary-1-6,kary-1,3,6,create-archive,1,3.004
1,kary-1-6,kary-1,3,6,distribute-all-nodes,1,3.067
2,kary-1-6,kary-1,3,6,clean-all-nodes,1,0.212
3,kary-1-6,kary-1,3,6,delete-archive-all-nodes,1,0.026
4,kary-1-6,kary-1,3,6,create-leaf-nodes,1,3.041
5,kary-1-6,kary-1,3,6,distribute-leaf-nodes,1,1.459
6,kary-1-6,kary-1,3,6,clean-leaf-nodes,1,0.198
7,kary-1-6,kary-1,3,6,delete-archive-leaf-nodes,1,0.025
8,kary-1-6,kary-1,3,6,create-middle-nodes,1,2.927
9,kary-1-6,kary-1,3,6,distribute-middle-nodes-0,1,1.466
10,kary-1-6,kary-1,3,6,distribute-middle-nodes-1,1,1.488
11,kary-1-6,kary-1,3,6,clean-middle-nodes,1,0.216
12,kary-1-6,kary-1,3,6,delete-archive-middle-nodes,1,0.03
13,kary-1-6,kary-1,3,6,create-archive,2,6.049
14,kary-1-6,kary-1,3,6,distribute-all-nodes,2,5.911
15,kary-1-6,kary-1,3,6,clean-all-nodes,2,0.4
16,kary-1-6,kary-1,3,6,delete-archive-all-nodes,2,0.026
17,kary-1-6,kary-1,3,6,create-leaf-nodes,2,5.976
18,kary-1-6,kary-1,3,6,distribute-leaf-nodes,2,3.011
19,kary-1-6,kary-1,3,6,clean-leaf-nodes,2,0.397
20,kary-1-6,kary-1,3,6,delete-archive-leaf-nodes,2,0.025
21,kary-1-6,kary-1,3,6,create-middle-nodes,2,6.024
22,kary-1-6,kary-1,3,6,distribute-middle-nodes-0,2,3.007
23,kary-1-6,kary-1,3,6,distribute-middle-nodes-1,2,2.964
24,kary-1-6,kary-1,3,6,clean-middle-nodes,2,0.4
25,kary-1-6,kary-1,3,6,delete-archive-middle-nodes,2,0.025
26,kary-1-6,kary-1,0,6,create-archive,1,3.048
27,kary-1-6,kary-1,0,6,distribute-all-nodes,1,3.181
28,kary-1-6,kary-1,0,6,clean-all-nodes,1,0.218
29,kary-1-6,kary-1,0,6,delete-archive-all-nodes,1,0.025
30,kary-1-6,kary-1,0,6,create-leaf-nodes,1,2.946
31,kary-1-6,kary-1,0,6,distribute-leaf-nodes,1,1.54
32,kary-1-6,kary-1,0,6,clean-leaf-nodes,1,0.254
33,kary-1-6,kary-1,0,6,delete-archive-leaf-nodes,1,0.027
34,kary-1-6,kary-1,0,6,create-middle-nodes,1,2.965
35,kary-1-6,kary-1,0,6,distribute-middle-nodes-0,1,1.555
36,kary-1-6,kary-1,0,6,distribute-middle-nodes-1,1,1.432
37,kary-1-6,kary-1,0,6,clean-middle-nodes,1,0.221
38,kary-1-6,kary-1,0,6,delete-archive-middle-nodes,1,0.025
39,kary-1-6,kary-1,0,6,create-archive,2,6.098
40,kary-1-6,kary-1,0,6,distribute-all-nodes,2,6.025
41,kary-1-6,kary-1,0,6,clean-all-nodes,2,0.397
42,kary-1-6,kary-1,0,6,delete-archive-all-nodes,2,0.026
43,kary-1-6,kary-1,0,6,create-leaf-nodes,2,5.988
44,kary-1-6,kary-1,0,6,distribute-leaf-nodes,2,2.951
45,kary-1-6,kary-1,0,6,clean-leaf-nodes,2,0.396
46,kary-1-6,kary-1,0,6,delete-archive-leaf-nodes,2,0.026
47,kary-1-6,kary-1,0,6,create-middle-nodes,2,5.997
48,kary-1-6,kary-1,0,6,distribute-middle-nodes-0,2,2.91
49,kary-1-6,kary-1,0,6,distribute-middle-nodes-1,2,2.96
50,kary-1-6,kary-1,0,6,clean-middle-nodes,2,0.414
51,kary-1-6,kary-1,0,6,delete-archive-middle-nodes,2,0.025
52,kary-1-6,kary-1,1,6,create-archive,1,2.991
53,kary-1-6,kary-1,1,6,distribute-all-nodes,1,3.113
54,kary-1-6,kary-1,1,6,clean-all-nodes,1,0.281
55,kary-1-6,kary-1,1,6,delete-archive-all-nodes,1,0.029
